DATE,PROVINCE,REGION,NR_REPORTING,TOTAL_IN,TOTAL_IN_ICU,TOTAL_IN_RESP,TOTAL_IN_ECMO,NEW_IN,NEW_OUT,PROVINCE_NAME
2020-11-04,BRU,Brussels,15,1159,198,126,18,102,106,Brussels
2020-11-04,WHT,Wallonia,14,1408,231,160,10,147,123,Hainaut
2020-11-04,VLI,Flanders,7,277,80,30,3,28,26,Limburg
2020-11-04,WLG,Wallonia,12,1192,194,106,1,78,99,Liège
2020-11-04,WLX,Wallonia,3,186,38,24,0,21,21,Luxembourg
2020-11-04,WNA,Wallonia,6,379,75,44,1,28,21,Namur
2020-11-04,VOV,Flanders,14,876,189,86,2,76,88,OostVlaanderen
2020-11-04,VBR,Flanders,6,286,73,41,2,17,22,VlaamsBrabant
2020-11-04,WBR,Wallonia,2,140,20,13,0,13,23,BrabantWallon
2020-11-04,VWV,Flanders,11,736,137,73,0,89,77,WestVlaanderen
2020-11-05,VAN,Flanders,14,805,174,92,3,73,77,Antwerpen
2020-11-05,BRU,Brussels,15,1119,202,130,18,83,111,Brussels
2020-11-05,WHT,Wallonia,14,1379,239,157,10,133,136,Hainaut
2020-11-05,VLI,Flanders,7,272,80,36,2,20,23,Limburg
2020-11-05,WLG,Wallonia,12,1152,190,106,1,72,105,Liège
2020-11-05,WLX,Wallonia,3,191,42,24,0,10,17,Luxembourg
2020-11-05,WNA,Wallonia,6,362,77,48,2,22,45,Namur
2020-11-05,VOV,Flanders,14,857,183,90,2,65,68,OostVlaanderen
2020-11-05,VBR,Flanders,6,298,80,45,2,18,8,VlaamsBrabant
2020-11-05,WBR,Wallonia,2,135,21,14,0,11,14,BrabantWallon
2020-11-05,VWV,Flanders,11,720,140,73,0,70,69,WestVlaanderen
2020-11-06,VAN,Flanders,14,795,179,93,3,68,63,Antwerpen
2020-11-06,BRU,Brussels,15,1068,207,139,21,69,123,Brussels
2020-11-06,WHT,Wallonia,14,1370,237,164,11,123,114,Hainaut
2020-11-06,VLI,Flanders,7,277,80,35,3,21,21,Limburg
2020-11-06,WLG,Wallonia,12,1128,193,108,2,91,115,Liège
2020-11-06,WLX,Wallonia,3,190,39,25,0,11,14,Luxembourg
2020-11-06,WNA,Wallonia,6,360,81,36,2,27,29,Namur
2020-11-06,VOV,Flanders,14,862,197,94,4,77,78,OostVlaanderen
2020-11-06,VBR,Flanders,6,293,81,44,1,18,20,VlaamsBrabant
2020-11-06,WBR,Wallonia,2,135,22,7,0,16,11,BrabantWallon
2020-11-06,VWV,Flanders,11,746,143,83,1,85,47,WestVlaanderen
2020-11-07,VAN,Flanders,14,768,181,106,3,62,90,Antwerpen
2020-11-07,BRU,Brussels,15,1024,203,136,23,76,114,Brussels
2020-11-07,WHT,Wallonia,14,1344,249,174,13,116,127,Hainaut
2020-11-07,VLI,Flanders,7,254,83,43,2,13,24,Limburg
2020-11-07,WLG,Wallonia,12,1062,185,106,3,63,107,Liège
2020-11-07,WLX,Wallonia,3,181,42,32,0,10,25,Luxembourg
2020-11-07,WNA,Wallonia,6,339,83,49,2,25,43,Namur
2020-11-07,VOV,Flanders,14,824,192,96,4,71,97,OostVlaanderen
2020-11-07,VBR,Flanders,6,299,81,43,1,21,21,VlaamsBrabant
2020-11-07,WBR,Wallonia,2,128,20,13,0,11,19,BrabantWallon
2020-11-07,VWV,Flanders,11,672,145,83,1,48,94,WestVlaanderen
2020-11-08,VAN,Flanders,14,785,185,107,3,52,34,Antwerpen
2020-11-08,BRU,Brussels,15,1017,200,142,24,45,38,Brussels
2020-11-08,WHT,Wallonia,14,1357,260,177,13,86,60,Hainaut
2020-11-08,VLI,Flanders,7,258,83,42,3,12,12,Limburg
2020-11-08,WLG,Wallonia,12,1066,184,109,3,60,46,Liège
2020-11-08,WLX,Wallonia,3,183,40,27,0,11,4,Luxembourg
2020-11-08,WNA,Wallonia,6,351,81,47,3,20,17,Namur
2020-11-08,VOV,Flanders,14,816,187,95,4,44,37,OostVlaanderen
2020-11-08,VBR,Flanders,6,306,79,47,2,18,6,VlaamsBrabant
2020-11-08,WBR,Wallonia,2,127,20,14,0,7,10,BrabantWallon
2020-11-08,VWV,Flanders,11,689,151,83,1,60,38,WestVlaanderen
2020-11-09,VAN,Flanders,14,826,181,108,3,53,16,Antwerpen
2020-11-09,BRU,Brussels,15,1056,205,135,22,66,24,Brussels
2020-11-09,WHT,Wallonia,14,1392,264,161,12,87,38,Hainaut
2020-11-09,VLI,Flanders,7,269,79,40,4,20,0,Limburg
2020-11-09,WLG,Wallonia,12,1090,189,113,4,51,23,Liège
2020-11-09,WLX,Wallonia,3,182,36,28,0,9,3,Luxembourg
2020-11-09,WNA,Wallonia,6,367,83,53,4,20,4,Namur
2020-11-09,VOV,Flanders,14,876,186,105,4,66,22,OostVlaanderen
2020-11-09,VBR,Flanders,6,314,85,46,3,12,1,VlaamsBrabant
2020-11-09,WBR,Wallonia,2,127,19,14,0,4,1,BrabantWallon
2020-11-09,VWV,Flanders,11,722,147,81,1,55,16,WestVlaanderen
2020-11-10,VAN,Flanders,14,810,184,110,3,77,65,Antwerpen
2020-11-10,BRU,Brussels,15,991,199,133,23,92,120,Brussels
2020-11-10,WHT,Wallonia,14,1387,262,186,14,119,134,Hainaut
2020-11-10,VLI,Flanders,7,274,74,28,7,22,28,Limburg
2020-11-10,WLG,Wallonia,12,1055,189,108,4,67,99,Liège
2020-11-10,WLX,Wallonia,3,172,39,28,0,12,22,Luxembourg
2020-11-10,WNA,Wallonia,6,365,87,51,6,29,31,Namur
2020-11-10,VOV,Flanders,14,848,179,93,4,76,106,OostVlaanderen
2020-11-10,VBR,Flanders,6,317,83,48,5,29,20,VlaamsBrabant
2020-11-10,WBR,Wallonia,2,120,20,14,0,14,16,BrabantWallon
2020-11-10,VWV,Flanders,11,719,154,86,5,81,75,WestVlaanderen
2020-11-11,VAN,Flanders,14,813,187,110,4,68,67,Antwerpen
2020-11-11,BRU,Brussels,15,974,197,135,23,76,103,Brussels
2020-11-11,WHT,Wallonia,14,1338,256,181,16,117,123,Hainaut
2020-11-11,VLI,Flanders,7,268,70,40,5,23,24,Limburg
2020-11-11,WLG,Wallonia,12,989,193,112,4,66,80,Liège
2020-11-11,WLX,Wallonia,3,174,40,30,0,16,4,Luxembourg
2020-11-11,WNA,Wallonia,6,352,83,50,6,26,41,Namur
2020-11-11,VOV,Flanders,14,827,181,90,3,63,90,OostVlaanderen
2020-11-11,VBR,Flanders,6,313,79,48,5,21,21,VlaamsBrabant
2020-11-11,WBR,Wallonia,2,112,22,16,0,15,21,BrabantWallon
2020-11-11,VWV,Flanders,11,719,155,86,6,74,64,WestVlaanderen
2020-11-12,VAN,Flanders,14,824,199,114,5,36,31,Antwerpen
2020-11-12,BRU,Brussels,15,1017,194,138,22,70,37,Brussels
2020-11-12,WHT,Wallonia,14,1358,253,180,18,90,36,Hainaut
2020-11-12,VLI,Flanders,7,287,73,41,5,24,12,Limburg
2020-11-12,WLG,Wallonia,12,985,179,123,4,48,45,Liège
2020-11-12,WLX,Wallonia,3,180,41,29,0,7,6,Luxembourg
2020-11-12,WNA,Wallonia,6,349,83,53,7,15,16,Namur
2020-11-12,VOV,Flanders,14,841,184,86,4,52,30,OostVlaanderen
2020-11-12,VBR,Flanders,6,321,79,45,3,18,8,VlaamsBrabant
2020-11-12,WBR,Wallonia,2,121,22,15,0,10,2,BrabantWallon
2020-11-12,VWV,Flanders,11,727,149,83,5,44,28,WestVlaanderen
2020-11-13,VAN,Flanders,14,806,198,108,5,68,72,Antwerpen
2020-11-13,BRU,Brussels,15,997,203,139,24,71,90,Brussels
2020-11-13,WHT,Wallonia,14,1287,249,185,19,118,113,Hainaut
2020-11-13,VLI,Flanders,7,274,79,45,5,14,32,Limburg
2020-11-13,WLG,Wallonia,12,962,179,120,6,69,91,Liège
2020-11-13,WLX,Wallonia,3,173,38,26,0,15,19,Luxembourg
2020-11-13,WNA,Wallonia,6,344,83,52,7,24,34,Namur
2020-11-13,VOV,Flanders,14,796,181,91,6,62,105,OostVlaanderen
2020-11-13,VBR,Flanders,6,307,77,43,3,14,23,VlaamsBrabant
2020-11-13,WBR,Wallonia,2,121,20,16,0,16,14,BrabantWallon
2020-11-13,VWV,Flanders,11,695,150,78,7,55,76,WestVlaanderen
2020-11-14,VAN,Flanders,14,790,192,110,7,53,83,Antwerpen
2020-11-14,BRU,Brussels,15,969,206,142,21,70,90,Brussels
2020-11-14,WHT,Wallonia,14,1230,236,180,21,93,134,Hainaut
2020-11-14,VLI,Flanders,7,270,74,46,5,17,18,Limburg
2020-11-14,WLG,Wallonia,12,928,175,110,5,54,79,Liège
2020-11-14,WLX,Wallonia,3,152,34,23,0,1,13,Luxembourg
2020-11-14,WNA,Wallonia,6,329,87,56,7,20,47,Namur
2020-11-14,VOV,Flanders,14,757,181,73,9,65,89,OostVlaanderen
2020-11-14,VBR,Flanders,6,291,72,43,3,20,29,VlaamsBrabant
2020-11-14,WBR,Wallonia,2,112,17,14,0,10,17,BrabantWallon
2020-11-14,VWV,Flanders,11,677,149,79,6,58,81,WestVlaanderen
2020-11-15,VAN,Flanders,14,791,192,114,7,41,31,Antwerpen
2020-11-15,BRU,Brussels,15,970,210,138,22,35,26,Brussels
2020-11-15,WHT,Wallonia,14,1224,232,180,22,60,36,Hainaut
2020-11-15,VLI,Flanders,7,282,73,47,6,19,6,Limburg
2020-11-15,WLG,Wallonia,12,921,177,111,6,26,23,Liège
2020-11-15,WLX,Wallonia,3,154,36,25,0,8,4,Luxembourg
2020-11-15,WNA,Wallonia,6,331,85,55,7,11,12,Namur
2020-11-15,VOV,Flanders,14,753,184,91,9,50,42,OostVlaanderen
2020-11-15,VBR,Flanders,6,287,75,44,3,8,13,VlaamsBrabant
2020-11-15,WBR,Wallonia,2,113,17,14,0,6,3,BrabantWallon
2020-11-15,VWV,Flanders,11,692,158,81,6,41,16,WestVlaanderen
2020-11-16,VAN,Flanders,14,804,178,107,7,42,17,Antwerpen
2020-11-16,BRU,Brussels,15,965,210,141,19,34,35,Brussels
2020-11-16,WHT,Wallonia,14,1225,232,179,23,45,16,Hainaut
2020-11-16,VLI,Flanders,7,293,76,47,6,20,4,Limburg
2020-11-16,WLG,Wallonia,12,925,176,109,8,29,12,Liège
2020-11-16,WLX,Wallonia,3,165,34,23,0,12,4,Luxembourg
2020-11-16,WNA,Wallonia,6,325,79,58,7,7,9,Namur
2020-11-16,VOV,Flanders,14,772,180,97,9,40,16,OostVlaanderen
2020-11-16,VBR,Flanders,6,290,74,45,4,9,5,VlaamsBrabant
2020-11-16,WBR,Wallonia,2,110,18,14,0,7,0,BrabantWallon
2020-11-16,VWV,Flanders,11,706,151,75,7,40,10,WestVlaanderen
2020-11-17,VAN,Flanders,14,786,174,114,8,43,85,Antwerpen
2020-11-17,BRU,Brussels,15,901,196,129,18,48,97,Brussels
2020-11-17,WHT,Wallonia,14,1167,229,177,24,78,125,Hainaut
2020-11-17,VLI,Flanders,7,287,81,50,7,23,32,Limburg
2020-11-17,WLG,Wallonia,12,853,166,114,6,53,117,Liège
2020-11-17,WLX,Wallonia,3,162,33,24,0,7,16,Luxembourg
2020-11-17,WNA,Wallonia,6,314,78,58,7,20,29,Namur
2020-11-17,VOV,Flanders,14,730,179,78,7,40,80,OostVlaanderen
2020-11-17,VBR,Flanders,6,263,69,47,3,6,26,VlaamsBrabant
2020-11-17,WBR,Wallonia,2,98,15,13,0,12,11,BrabantWallon
2020-11-17,VWV,Flanders,11,679,136,81,7,50,70,WestVlaanderen
2020-11-18,VAN,Flanders,14,753,168,116,8,40,51,Antwerpen
2020-11-18,BRU,Brussels,15,840,194,130,23,43,97,Brussels
2020-11-18,WHT,Wallonia,14,1109,215,171,21,69,85,Hainaut
2020-11-18,VLI,Flanders,7,290,82,46,8,28,18,Limburg
2020-11-18,WLG,Wallonia,12,801,165,118,5,40,76,Liège
2020-11-18,WLX,Wallonia,3,150,35,23,0,15,18,Luxembourg
2020-11-18,WNA,Wallonia,6,292,74,60,7,17,31,Namur
2020-11-18,VOV,Flanders,14,726,172,90,9,45,74,OostVlaanderen
2020-11-18,VBR,Flanders,6,246,69,44,2,10,31,VlaamsBrabant
2020-11-18,WBR,Wallonia,2,89,14,13,0,7,17,BrabantWallon
2020-11-18,VWV,Flanders,11,634,135,76,7,44,84,WestVlaanderen
2020-11-19,VAN,Flanders,14,734,176,120,8,50,63,Antwerpen
2020-11-19,BRU,Brussels,15,772,189,136,22,50,95,Brussels
2020-11-19,WHT,Wallonia,14,1049,205,133,19,66,103,Hainaut
2020-11-19,VLI,Flanders,7,280,76,47,8,18,17,Limburg
2020-11-19,WLG,Wallonia,12,766,153,113,5,49,79,Liège
2020-11-19,WLX,Wallonia,3,136,33,23,0,11,17,Luxembourg
2020-11-19,WNA,Wallonia,6,273,72,58,5,7,24,Namur
2020-11-19,VOV,Flanders,14,716,171,85,10,46,72,OostVlaanderen
2020-11-19,VBR,Flanders,6,231,72,43,2,10,18,VlaamsBrabant
2020-11-19,WBR,Wallonia,2,86,14,10,0,4,3,BrabantWallon
2020-11-19,VWV,Flanders,11,608,125,69,6,52,64,WestVlaanderen
2020-11-20,VAN,Flanders,14,712,181,122,8,36,54,Antwerpen
2020-11-20,BRU,Brussels,15,746,187,135,22,44,80,Brussels
2020-11-20,WHT,Wallonia,14,1003,199,141,20,58,85,Hainaut
2020-11-20,VLI,Flanders,7,264,71,44,8,14,21,Limburg
2020-11-20,WLG,Wallonia,12,718,151,113,5,29,70,Liège
2020-11-20,WLX,Wallonia,3,145,32,22,0,19,8,Luxembourg
2020-11-20,WNA,Wallonia,6,239,68,51,5,11,40,Namur
2020-11-20,VOV,Flanders,14,685,158,67,9,45,67,OostVlaanderen
2020-11-20,VBR,Flanders,6,218,71,42,3,10,17,VlaamsBrabant
2020-11-20,WBR,Wallonia,2,84,13,10,0,6,6,BrabantWallon
2020-11-20,VWV,Flanders,11,604,125,68,6,51,52,WestVlaanderen
2020-11-21,VAN,Flanders,14,675,173,119,10,43,69,Antwerpen
2020-11-21,BRU,Brussels,15,696,178,126,22,40,81,Brussels
2020-11-21,WHT,Wallonia,14,916,189,138,19,41,93,Hainaut
2020-11-21,VLI,Flanders,7,241,67,41,6,7,24,Limburg
2020-11-21,WLG,Wallonia,12,652,147,111,5,26,72,Liège
2020-11-21,WLX,Wallonia,3,147,33,21,0,7,8,Luxembourg
2020-11-21,WNA,Wallonia,6,221,65,45,5,11,27,Namur
2020-11-21,VOV,Flanders,14,636,148,83,10,35,77,OostVlaanderen
2020-11-21,VBR,Flanders,6,208,67,41,4,16,17,VlaamsBrabant
2020-11-21,WBR,Wallonia,2,70,14,11,0,5,17,BrabantWallon
2020-11-21,VWV,Flanders,11,555,120,63,6,30,57,WestVlaanderen
2020-11-22,VAN,Flanders,14,676,171,106,8,25,14,Antwerpen
2020-11-22,BRU,Brussels,15,693,178,123,26,25,25,Brussels
2020-11-22,WHT,Wallonia,14,912,186,129,19,46,27,Hainaut
2020-11-22,VLI,Flanders,7,236,62,39,6,11,10,Limburg
2020-11-22,WLG,Wallonia,12,651,148,109,5,20,17,Liège
2020-11-22,WLX,Wallonia,3,146,34,22,0,4,0,Luxembourg
2020-11-22,WNA,Wallonia,6,220,68,47,6,1,8,Namur
2020-11-22,VOV,Flanders,14,647,150,71,9,31,21,OostVlaanderen
2020-11-22,VBR,Flanders,6,210,65,40,4,12,7,VlaamsBrabant
2020-11-22,WBR,Wallonia,2,74,13,10,0,8,3,BrabantWallon
2020-11-22,VWV,Flanders,11,560,119,64,6,32,12,WestVlaanderen
2020-11-23,VAN,Flanders,14,682,167,110,8,25,20,Antwerpen
2020-11-23,BRU,Brussels,15,696,171,123,24,27,13,Brussels
2020-11-23,WHT,Wallonia,14,911,189,143,23,33,16,Hainaut
2020-11-23,VLI,Flanders,7,243,62,37,5,13,4,Limburg
2020-11-23,WLG,Wallonia,12,661,142,105,5,25,11,Liège
2020-11-23,WLX,Wallonia,3,148,32,20,0,5,1,Luxembourg
2020-11-23,WNA,Wallonia,6,221,66,48,5,7,3,Namur
2020-11-23,VOV,Flanders,14,655,147,76,11,28,17,OostVlaanderen
2020-11-23,VBR,Flanders,6,208,64,40,4,7,2,VlaamsBrabant
2020-11-23,WBR,Wallonia,2,75,14,11,0,5,1,BrabantWallon
2020-11-23,VWV,Flanders,11,576,114,62,7,36,14,WestVlaanderen
2020-11-24,VAN,Flanders,14,646,158,109,8,47,74,Antwerpen
2020-11-24,BRU,Brussels,15,649,170,119,25,40,85,Brussels
2020-11-24,WHT,Wallonia,14,849,173,113,21,48,62,Hainaut
2020-11-24,VLI,Flanders,7,229,60,35,4,19,35,Limburg
2020-11-24,WLG,Wallonia,12,592,135,89,6,18,84,Liège
2020-11-24,WLX,Wallonia,3,138,28,22,0,2,14,Luxembourg
2020-11-24,WNA,Wallonia,6,215,66,48,5,9,17,Namur
2020-11-24,VOV,Flanders,14,642,148,74,12,54,70,OostVlaanderen
2020-11-24,VBR,Flanders,6,210,46,41,5,13,16,VlaamsBrabant
2020-11-24,WBR,Wallonia,2,73,12,10,0,9,10,BrabantWallon
2020-11-24,VWV,Flanders,11,540,109,59,7,46,57,WestVlaanderen
2020-11-25,VAN,Flanders,14,646,148,97,8,39,48,Antwerpen
2020-11-25,BRU,Brussels,15,637,171,117,23,47,61,Brussels
2020-11-25,WHT,Wallonia,14,779,171,138,21,46,75,Hainaut
2020-11-25,VLI,Flanders,7,209,56,31,4,13,30,Limburg
2020-11-25,WLG,Wallonia,12,566,137,95,6,37,63,Liège
2020-11-25,WLX,Wallonia,3,127,30,22,0,4,12,Luxembourg
2020-11-25,WNA,Wallonia,6,208,59,46,7,9,16,Namur
2020-11-25,VOV,Flanders,14,612,131,66,12,44,66,OostVlaanderen
2020-11-25,VBR,Flanders,6,201,58,30,5,10,11,VlaamsBrabant
2020-11-25,WBR,Wallonia,2,67,10,7,0,4,7,BrabantWallon
2020-11-25,VWV,Flanders,11,518,100,60,6,32,51,WestVlaanderen
2020-11-26,VAN,Flanders,14,619,145,90,7,29,59,Antwerpen
2020-11-26,BRU,Brussels,15,606,160,108,18,29,58,Brussels
2020-11-26,WHT,Wallonia,14,759,154,123,17,55,52,Hainaut
2020-11-26,VLI,Flanders,7,199,52,30,2,17,20,Limburg
2020-11-26,WLG,Wallonia,12,518,131,82,6,29,52,Liège
2020-11-26,WLX,Wallonia,3,125,31,20,0,6,9,Luxembourg
2020-11-26,WNA,Wallonia,6,189,63,46,8,5,15,Namur
2020-11-26,VOV,Flanders,14,587,133,66,12,33,46,OostVlaanderen
2020-11-26,VBR,Flanders,6,194,57,38,5,11,10,VlaamsBrabant
2020-11-26,WBR,Wallonia,2,67,10,6,0,5,4,BrabantWallon
2020-11-26,VWV,Flanders,11,513,98,61,7,38,34,WestVlaanderen
2020-11-27,VAN,Flanders,14,591,137,82,7,34,47,Antwerpen
2020-11-27,BRU,Brussels,15,571,153,100,25,23,53,Brussels
2020-11-27,WHT,Wallonia,14,722,157,102,15,38,59,Hainaut
2020-11-27,VLI,Flanders,7,197,51,28,1,14,15,Limburg
2020-11-27,WLG,Wallonia,12,498,127,96,6,28,41,Liège
2020-11-27,WLX,Wallonia,3,119,32,19,1,6,12,Luxembourg
2020-11-27,WNA,Wallonia,6,192,62,48,8,14,18,Namur
2020-11-27,VOV,Flanders,14,579,121,59,12,30,38,OostVlaanderen
2020-11-27,VBR,Flanders,6,182,53,38,5,8,9,VlaamsBrabant
2020-11-27,WBR,Wallonia,2,65,9,6,0,5,5,BrabantWallon
2020-11-27,VWV,Flanders,11,499,95,59,7,34,38,WestVlaanderen
2020-11-28,VAN,Flanders,14,576,130,77,7,46,68,Antwerpen
2020-11-28,BRU,Brussels,15,556,155,100,26,27,42,Brussels
2020-11-28,WHT,Wallonia,14,675,152,98,13,29,74,Hainaut
2020-11-28,VLI,Flanders,7,189,50,30,3,10,22,Limburg
2020-11-28,WLG,Wallonia,12,456,118,87,5,16,52,Liège
2020-11-28,WLX,Wallonia,3,107,27,17,1,0,8,Luxembourg
2020-11-28,WNA,Wallonia,6,179,57,44,8,10,15,Namur
2020-11-28,VOV,Flanders,14,563,115,50,12,46,63,OostVlaanderen
2020-11-28,VBR,Flanders,6,170,48,37,5,4,17,VlaamsBrabant
2020-11-28,WBR,Wallonia,2,60,8,6,0,3,7,BrabantWallon
2020-11-28,VWV,Flanders,11,463,86,50,6,34,59,WestVlaanderen
2020-11-29,VAN,Flanders,14,575,127,78,7,15,22,Antwerpen
2020-11-29,BRU,Brussels,15,563,151,99,26,17,18,Brussels
2020-11-29,WHT,Wallonia,14,657,146,89,14,19,34,Hainaut
2020-11-29,VLI,Flanders,7,190,48,31,3,6,5,Limburg
2020-11-29,WLG,Wallonia,12,446,106,84,6,8,19,Liège
2020-11-29,WLX,Wallonia,3,106,27,19,1,2,3,Luxembourg
2020-11-29,WNA,Wallonia,6,182,55,42,8,4,3,Namur
2020-11-29,VOV,Flanders,14,566,107,48,10,32,25,OostVlaanderen
2020-11-29,VBR,Flanders,6,171,46,35,6,8,5,VlaamsBrabant
2020-11-29,WBR,Wallonia,2,61,10,7,0,2,0,BrabantWallon
2020-11-29,VWV,Flanders,11,472,81,50,6,36,13,WestVlaanderen
2020-11-30,VAN,Flanders,14,591,131,84,8,16,7,Antwerpen
2020-11-30,BRU,Brussels,15,581,149,100,26,25,16,Brussels
2020-11-30,WHT,Wallonia,14,656,144,90,11,16,13,Hainaut
2020-11-30,VLI,Flanders,7,184,47,28,4,4,4,Limburg
2020-11-30,WLG,Wallonia,12,439,106,81,6,7,19,Liège
2020-11-30,WLX,Wallonia,3,103,25,17,0,5,5,Luxembourg
2020-11-30,WNA,Wallonia,6,188,55,39,10,6,3,Namur
2020-11-30,VOV,Flanders,14,558,109,50,11,17,12,OostVlaanderen
2020-11-30,VBR,Flanders,6,174,42,34,5,5,0,VlaamsBrabant
2020-11-30,WBR,Wallonia,2,59,10,7,0,1,4,BrabantWallon
2020-11-30,VWV,Flanders,11,481,82,36,5,21,9,WestVlaanderen
2020-12-01,VAN,Flanders,14,565,121,77,7,36,55,Antwerpen
2020-12-01,BRU,Brussels,15,520,132,98,27,24,71,Brussels
2020-12-01,WHT,Wallonia,14,586,131,87,11,27,89,Hainaut
2020-12-01,VLI,Flanders,7,173,44,26,4,13,30,Limburg
2020-12-01,WLG,Wallonia,12,415,108,80,6,26,50,Liège
2020-12-01,WLX,Wallonia,3,92,24,13,0,6,11,Luxembourg
2020-12-01,WNA,Wallonia,6,172,54,37,8,7,22,Namur
2020-12-01,VOV,Flanders,14,519,106,51,10,29,67,OostVlaanderen
2020-12-01,VBR,Flanders,6,175,42,33,5,9,9,VlaamsBrabant
2020-12-01,WBR,Wallonia,2,48,10,7,0,2,8,BrabantWallon
2020-12-01,VWV,Flanders,11,442,82,46,6,29,57,WestVlaanderen
2020-12-02,VAN,Flanders,14,555,119,74,6,31,41,Antwerpen
2020-12-02,BRU,Brussels,15,535,138,94,23,34,41,Brussels
2020-12-02,WHT,Wallonia,14,549,126,83,9,41,75,Hainaut
2020-12-02,VLI,Flanders,7,168,40,24,4,12,21,Limburg
2020-12-02,WLG,Wallonia,12,389,109,82,5,26,40,Liège
2020-12-02,WLX,Wallonia,3,88,20,12,0,2,6,Luxembourg
2020-12-02,WNA,Wallonia,6,156,48,36,8,8,13,Namur
2020-12-02,VOV,Flanders,14,508,99,48,10,31,47,OostVlaanderen
2020-12-02,VBR,Flanders,6,165,43,31,5,8,14,VlaamsBrabant
2020-12-02,WBR,Wallonia,2,47,10,7,0,3,1,BrabantWallon
2020-12-02,VWV,Flanders,11,430,77,44,7,42,48,WestVlaanderen
2020-12-03,VAN,Flanders,14,535,112,71,6,21,47,Antwerpen
2020-12-03,BRU,Brussels,15,522,131,89,23,23,43,Brussels
2020-12-03,WHT,Wallonia,14,514,124,83,8,42,53,Hainaut
2020-12-03,VLI,Flanders,7,163,41,23,4,14,16,Limburg
2020-12-03,WLG,Wallonia,12,379,98,74,5,15,24,Liège
2020-12-03,WLX,Wallonia,3,87,21,11,1,6,9,Luxembourg
2020-12-03,WNA,Wallonia,6,138,46,30,8,10,16,Namur
2020-12-03,VOV,Flanders,14,487,97,47,10,27,49,OostVlaanderen
2020-12-03,VBR,Flanders,6,158,41,30,5,9,10,VlaamsBrabant
2020-12-03,WBR,Wallonia,2,34,8,7,0,1,10,BrabantWallon
2020-12-03,VWV,Flanders,11,400,67,42,7,28,50,WestVlaanderen
2020-12-04,VAN,Flanders,14,538,121,77,6,24,37,Antwerpen
2020-12-04,BRU,Brussels,15,512,133,90,23,34,49,Brussels
2020-12-04,WHT,Wallonia,14,494,120,90,8,46,47,Hainaut
2020-12-04,VLI,Flanders,7,147,35,23,4,10,19,Limburg
2020-12-04,WLG,Wallonia,12,367,97,75,5,17,29,Liège
2020-12-04,WLX,Wallonia,3,85,21,11,1,1,4,Luxembourg
2020-12-04,WNA,Wallonia,6,147,48,35,9,11,11,Namur
2020-12-04,VOV,Flanders,14,471,95,40,9,25,57,OostVlaanderen
2020-12-04,VBR,Flanders,6,151,39,31,5,5,10,VlaamsBrabant
2020-12-04,WBR,Wallonia,2,28,9,5,0,3,7,BrabantWallon
2020-12-04,VWV,Flanders,11,408,71,39,7,43,24,WestVlaanderen
2020-12-05,VAN,Flanders,14,526,118,71,7,29,38,Antwerpen
2020-12-05,BRU,Brussels,15,477,126,89,22,19,42,Brussels
2020-12-05,WHT,Wallonia,14,459,111,75,8,43,66,Hainaut
2020-12-05,VLI,Flanders,7,145,33,21,4,13,14,Limburg
2020-12-05,WLG,Wallonia,12,332,87,66,2,18,49,Liège
2020-12-05,WLX,Wallonia,3,69,19,10,1,7,12,Luxembourg
2020-12-05,WNA,Wallonia,6,144,48,37,8,6,9,Namur
2020-12-05,VOV,Flanders,14,449,93,48,11,49,52,OostVlaanderen
2020-12-05,VBR,Flanders,6,138,39,29,5,10,9,VlaamsBrabant
2020-12-05,WBR,Wallonia,2,26,9,6,0,3,6,BrabantWallon
2020-12-05,VWV,Flanders,11,398,70,38,7,29,37,WestVlaanderen
2020-12-06,VAN,Flanders,14,540,119,71,7,30,20,Antwerpen
2020-12-06,BRU,Brussels,15,481,126,86,21,14,13,Brussels
2020-12-06,WHT,Wallonia,14,462,110,78,7,23,11,Hainaut
2020-12-06,VLI,Flanders,7,146,33,16,4,6,6,Limburg
2020-12-06,WLG,Wallonia,12,335,89,64,4,13,6,Liège
2020-12-06,WLX,Wallonia,3,73,18,10,1,2,0,Luxembourg
2020-12-06,WNA,Wallonia,6,144,48,35,8,8,6,Namur
2020-12-06,VOV,Flanders,14,450,94,47,13,18,15,OostVlaanderen
2020-12-06,VBR,Flanders,6,144,34,28,6,7,2,VlaamsBrabant
2020-12-06,WBR,Wallonia,2,27,9,7,0,1,1,BrabantWallon
2020-12-06,VWV,Flanders,11,408,64,38,8,29,11,WestVlaanderen
2020-12-07,VAN,Flanders,14,537,112,70,7,18,7,Antwerpen
2020-12-07,BRU,Brussels,15,470,116,86,22,17,28,Brussels
2020-12-07,WHT,Wallonia,14,483,110,77,7,23,4,Hainaut
2020-12-07,VLI,Flanders,7,151,34,21,4,5,0,Limburg
2020-12-07,WLG,Wallonia,12,343,89,65,4,11,7,Liège
2020-12-07,WLX,Wallonia,3,74,16,8,1,3,0,Luxembourg
2020-12-07,WNA,Wallonia,6,144,46,35,8,4,1,Namur
2020-12-07,VOV,Flanders,14,469,92,39,12,26,9,OostVlaanderen
2020-12-07,VBR,Flanders,6,157,38,28,6,14,0,VlaamsBrabant
2020-12-07,WBR,Wallonia,2,29,9,4,0,3,0,BrabantWallon
2020-12-07,VWV,Flanders,11,415,62,41,7,23,12,WestVlaanderen
